impressions,campaign_id,account_name,campaign_name,ctr,clicks,adset_id,ad_id,cpc,cpm,adset_name,spend,date_start,conversions
305,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.311475,4,23845394274510149,23845394281550149,5.7925,75.967213,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,23.17,2020-07-07 0:00:00,1
12266,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.097831,12,23845216371240149,23845394128800149,2.245833,2.19713,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,26.95,2020-07-07 0:00:00,0
33101,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.081569,27,23845216371220149,23845394128880149,1.627778,1.327754,AUD=product+Organic/Natural_CONV=purchase_BC$500,43.95,2020-07-07 0:00:00,0
2121,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.141443,3,23845216371240149,23845394128790149,8.256667,11.678454,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,24.77,2020-07-07 0:00:00,0
785,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.509554,4,23845030153310149,23845394200440149,1.525,7.770701,AUD=product_CONV=purchase_CC$500,6.1,2020-07-07 0:00:00,1
9421,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.307823,29,23845059400960149,23845394200370149,4.342069,13.365885,AUD=product_CONV=purchase_CC$550,125.92,2020-07-07 0:00:00,10.1
251,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0.398406,1,23845394274510149,23845394281540149,17.47,69.601594,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,17.47,2020-07-07 0:00:00,0
49268,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.280101,138,23845059400960149,23845394200380149,2.527754,7.080255,AUD=product_CONV=purchase_CC$550,348.83,2020-07-07 0:00:00,0
429,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0,0,23845030153310149,23845394200470149,,7.925408,AUD=product_CONV=purchase_CC$500,3.4,2020-07-07 0:00:00,0
3675,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.027211,1,23845030153310149,23845394200460149,10.05,2.734694,AUD=product_CONV=purchase_CC$500,10.05,2020-07-07 0:00:00,0
2391,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.125471,3,23845030153310149,23845394200450149,2.326667,2.919281,AUD=product_CONV=purchase_CC$500,6.98,2020-07-07 0:00:00,1.8
38771,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.214078,83,23845059400960149,23845394200390149,2.627952,5.625854,AUD=product_CONV=purchase_CC$550,218.12,2020-07-07 0:00:00,0
262,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0,0,23845394274510149,23845394281520149,,67.40458,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,17.66,2020-07-07 0:00:00,0
32819,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.536275,176,23845355007320149,23845394243990149,2.409943,12.923916,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,424.15,2020-07-07 0:00:00,0.2
299,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.337793,4,23845394274510149,23845394281530149,4.5225,60.501672,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,18.09,2020-07-07 0:00:00,0
12960,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.54784,71,23845355007320149,23845394244000149,2.278592,12.483025,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,161.78,2020-07-07 0:00:00,0
1483,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.269724,4,23844754010730149,23845394286340149,24.3975,65.805799,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,97.59,2020-07-07 0:00:00,0
23627,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.774538,183,23845355007320149,23845394243980149,2.021694,15.65878,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,369.97,2020-07-07 0:00:00,0
22486,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.289069,65,23845059400960149,23845394200360149,3.951692,11.423108,AUD=product_CONV=purchase_CC$550,256.86,2020-07-07 0:00:00,0
2505,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.718563,18,23845355007320149,23845394244010149,2.156667,15.497006,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,38.82,2020-07-07 0:00:00,0
4055,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.443896,18,23845394307790149,23845394312720149,5.640556,25.038224,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,101.53,2020-07-07 0:00:00,0
2174,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.689972,15,23845394307790149,23845394312710149,4.018,27.723091,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,60.27,2020-07-07 0:00:00,0
4454,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.628648,28,23845394307790149,23845394312730149,3.621429,22.766053,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,101.4,2020-07-07 0:00:00,0
2373,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.337126,8,23845216371220149,23845394336540149,3.8775,13.072061,AUD=product+Organic/Natural_CONV=purchase_BC$500,31.02,2020-07-07 0:00:00,0
11036,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.295759,143,23845059400960149,23845394341530149,1.10986,14.381116,AUD=product_CONV=purchase_CC$550,158.71,2020-07-07 0:00:00,0
1117,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.179051,2,23845216371240149,23845394336520149,9.665,17.305282,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,19.33,2020-07-07 0:00:00,0
2227,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.538841,12,23844754010730149,23845394286350149,8.650833,46.614279,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,103.81,2020-07-07 0:00:00,0
6903,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],1.810807,125,23845355007320149,23845394334090149,1.05632,19.127915,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,132.04,2020-07-07 0:00:00,0
233,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.716738,4,23844961421660149,23844961421500149,2.4875,42.703863,[Content] All Visitors Sample 30 days - Optmize=PUR,9.95,2020-07-07 0:00:00,0
118,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],2.542373,3,23844842610380149,23844842610300149,3.253333,82.711864,[Content] All ATC / IC - 30 Days,9.76,2020-07-07 0:00:00,1
1366,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.683748,23,23845394307790149,23845394343130149,2.2,37.04246,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,50.6,2020-07-07 0:00:00,0
43,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610260149,,103.72093,[Content] All ATC / IC - 30 Days,4.46,2020-07-07 0:00:00,0
12062,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.248715,30,23845216371220149,23845394128890149,2.315,5.757752,AUD=product+Organic/Natural_CONV=purchase_BC$500,69.45,2020-07-07 0:00:00,0
236,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],2.966102,7,23845030153310149,23845394341540149,0.428571,12.711864,AUD=product_CONV=purchase_CC$500,3,2020-07-07 0:00:00,1.5
970,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.030928,10,23845394307790149,23845394312740149,2.484,25.608247,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,24.84,2020-07-07 0:00:00,0
17,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],5.882353,1,23844842610380149,23844842610290149,1.04,61.176471,[Content] All ATC / IC - 30 Days,1.04,2020-07-06 0:00:00,7.85
109,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],2.752294,3,23844842610380149,23844842610300149,4.936667,135.87156,[Content] All ATC / IC - 30 Days,14.81,2020-07-06 0:00:00,0
33,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610260149,,95.151515,[Content] All ATC / IC - 30 Days,3.14,2020-07-06 0:00:00,0
135,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],3.703704,5,23844842610380149,23844842610320149,2.37,87.777778,[Content] All ATC / IC - 30 Days,11.85,2020-07-06 0:00:00,0
254,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.181102,3,23844961421660149,23844961421500149,3.96,46.771654,[Content] All Visitors Sample 30 days - Optmize=PUR,11.88,2020-07-06 0:00:00,1
566,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.353357,2,23845216371240149,23845322707720149,2.7,9.540636,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,5.4,2020-07-06 0:00:00,0
64,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],3.125,2,23844961421660149,23844961421510149,1.69,52.8125,[Content] All Visitors Sample 30 days - Optmize=PUR,3.38,2020-07-06 0:00:00,0
146,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.684932,1,23844842610380149,23844842610360149,16.52,113.150685,[Content] All ATC / IC - 30 Days,16.52,2020-07-06 0:00:00,0.05
356,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.404494,5,23844961421660149,23844961421490149,2.596,36.460674,[Content] All Visitors Sample 30 days - Optmize=PUR,12.98,2020-07-06 0:00:00,0
71,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],5.633803,4,23844758987710149,23845322843260149,1.6275,91.690141,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,6.51,2020-07-06 0:00:00,0
664,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.150602,1,23845216371220149,23845322707760149,7.71,11.611446,AUD=product+Organic/Natural_CONV=purchase_BC$500,7.71,2020-07-06 0:00:00,0
138,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.449275,2,23845216371240149,23845322707730149,1.07,15.507246,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,2.14,2020-07-06 0:00:00,0
41,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0,0,23845216371240149,23845322707710149,,17.560976,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,0.72,2020-07-06 0:00:00,0
525,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0,0,23845216371240149,23845322707740149,,10.285714,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,5.4,2020-07-06 0:00:00,0
1,23845059444270149,Sample,04_Remarketing_BOFU(optimize=PUR)_5.16.2020 [RT],0,0,23845059444080149,23845322738500149,,10,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,0.01,2020-07-06 0:00:00,0.9
1260,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.15873,2,23845216371220149,23845322707770149,2.83,4.492063,AUD=product+Organic/Natural_CONV=purchase_BC$500,5.66,2020-07-06 0:00:00,0
61,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0,0,23844758987710149,23845322843280149,,97.540984,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,5.95,2020-07-06 0:00:00,0
85,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0,0,23845216371220149,23845322707750149,,6.117647,AUD=product+Organic/Natural_CONV=purchase_BC$500,0.52,2020-07-06 0:00:00,4.9
3372,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.533808,18,23845030153310149,23845322823540149,2.746667,14.661922,AUD=product_CONV=purchase_CC$500,49.44,2020-07-06 0:00:00,0
2474,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.525465,13,23845030153310149,23845322823570149,2.281538,11.988682,AUD=product_CONV=purchase_CC$500,29.66,2020-07-06 0:00:00,0
1,23845059444270149,Sample,04_Remarketing_BOFU(optimize=PUR)_5.16.2020 [RT],0,0,23845059444260149,23845322738460149,,60,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,0.06,2020-07-06 0:00:00,0
1012,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.592885,6,23845030153310149,23845322823560149,2.19,12.98419,AUD=product_CONV=purchase_CC$500,13.14,2020-07-06 0:00:00,0
776,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.64433,5,23844754010310149,23845322857700149,3.958,25.502577,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,19.79,2020-07-06 0:00:00,0
249,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.401606,1,23844754010730149,23845322857650149,10.89,43.73494,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,10.89,2020-07-06 0:00:00,0
207,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.966184,2,23845216371220149,23845322707780149,3.015,29.130435,AUD=product+Organic/Natural_CONV=purchase_BC$500,6.03,2020-07-06 0:00:00,0
51,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0,0,23845030153310149,23845322823550149,,38.039216,AUD=product_CONV=purchase_CC$500,1.94,2020-07-06 0:00:00,0.5
107,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.934579,1,23844754010730149,23845322857680149,5.94,55.514019,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,5.94,2020-07-06 0:00:00,0
115,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.869565,1,23844754010310149,23845322857690149,4.67,40.608696,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,4.67,2020-07-06 0:00:00,0
72,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],2.777778,2,23844754010730149,23845322857660149,2.115,58.75,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,4.23,2020-07-06 0:00:00,0
189,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.058201,2,23844754010730149,23845322857670149,9.055,95.820106,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,18.11,2020-07-06 0:00:00,0
847,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.180638,10,23844961421660149,23844961421640149,3.033,35.808737,[Content] All Visitors Sample 30 days - Optmize=PUR,30.33,2020-07-06 0:00:00,0
965,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.414508,4,23845059400960149,23845322823660149,4.425,18.341969,AUD=product_CONV=purchase_CC$550,17.7,2020-07-06 0:00:00,0
1340,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.746269,10,23845349878760149,23845349896140149,4.641,34.634328,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,46.41,2020-07-06 0:00:00,0
4,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349854180149,23845349860030149,,17.5,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,0.07,2020-07-06 0:00:00,0
11,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],9.090909,1,23845349855070149,23845349860060149,1.52,138.181818,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,1.52,2020-07-06 0:00:00,0
3,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349854180149,23845349860020149,,33.333333,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,0.1,2020-07-06 0:00:00,0
10,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349855070149,23845349860040149,,491,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,4.91,2020-07-06 0:00:00,0
911,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.658617,6,23844842610380149,23844842610250149,17.743333,116.860593,[Content] All ATC / IC - 30 Days,106.46,2020-07-06 0:00:00,0
1493,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.406564,21,23845349878990149,23845349896210149,1.734762,24.400536,AUD=product+Organic/Natural_CONV=purchase_BC$500,36.43,2020-07-06 0:00:00,0
452,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.106195,5,23844754010310149,23845322857710149,4.126,45.641593,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,20.63,2020-07-06 0:00:00,0
2379,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.97562,47,23845349878760149,23845349896160149,1.770426,34.976881,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,83.21,2020-07-06 0:00:00,0
3986,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],2.257903,90,23845349878990149,23845349896190149,1.311222,29.606121,AUD=product+Organic/Natural_CONV=purchase_BC$500,118.01,2020-07-06 0:00:00,2.5
1664,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.600962,10,23845349878760149,23845349896170149,3.663,22.013221,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,36.63,2020-07-06 0:00:00,3.8
1637,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.588271,26,23845349878990149,23845349896200149,1.828462,29.040929,AUD=product+Organic/Natural_CONV=purchase_BC$500,47.54,2020-07-06 0:00:00,0
1879,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.585418,11,23845349878990149,23845349896180149,4.501818,26.354444,AUD=product+Organic/Natural_CONV=purchase_BC$500,49.52,2020-07-06 0:00:00,0
115,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.869565,1,23845030153310149,23845372118240149,0.81,7.043478,AUD=product_CONV=purchase_CC$500,0.81,2020-07-06 0:00:00,0
1678,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.595948,10,23845349878760149,23845349896150149,4.272,25.45888,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,42.72,2020-07-06 0:00:00,0
259,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.772201,2,23844754010310149,23845322857720149,5.245,40.501931,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,10.49,2020-07-06 0:00:00,0
3952,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],1.189271,47,23845355007320149,23845372135380149,1.595957,18.980263,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,75.01,2020-07-06 0:00:00,1
840,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],2.02381,17,23845059400960149,23845372118270149,1.024118,20.72619,AUD=product_CONV=purchase_CC$550,17.41,2020-07-06 0:00:00,0
35,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],2.857143,1,23845030153310149,23845372118250149,1.03,29.428571,AUD=product_CONV=purchase_CC$500,1.03,2020-07-06 0:00:00,0
1867,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],2.624531,49,23845355007320149,23845372135370149,0.811633,21.301553,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,39.77,2020-07-06 0:00:00,0
2804,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.85592,24,23845059400960149,23845372118260149,1.664583,14.247504,AUD=product_CONV=purchase_CC$550,39.95,2020-07-06 0:00:00,0
1713,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.050788,18,23845349878990149,23845349896220149,2.526111,26.544075,AUD=product+Organic/Natural_CONV=purchase_BC$500,45.47,2020-07-06 0:00:00,0
1367,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.02414,14,23845349878760149,23845349896130149,1.795714,18.390636,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,25.14,2020-07-06 0:00:00,0
4946,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.586332,29,23845355007320149,23845355027970149,2.837586,16.637687,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,82.29,2020-07-06 0:00:00,2.13
13,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349854180149,23845349860010149,,36.923077,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,0.48,2020-07-06 0:00:00,0.4
52,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349854180149,23845349860030149,,51.730769,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,2.69,2020-07-05 0:00:00,0
35,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],5.714286,2,23845349854180149,23845349860020149,1.09,62.285714,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,2.18,2020-07-05 0:00:00,0
72,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],1.388889,1,23845349854180149,23845349860010149,2.37,32.916667,Top10%TOS+Lead+ATC+IC 10 Days - Optimize = Link Clicks,2.37,2020-07-05 0:00:00,0
870,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.574713,5,23845349878760149,23845349896150149,3.312,19.034483,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,16.56,2020-07-05 0:00:00,0
67,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],4.477612,3,23845349855070149,23845349860060149,1.723333,77.164179,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,5.17,2020-07-05 0:00:00,0
2027,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.134682,23,23844754010310149,23845322857720149,2.8,31.77109,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,64.4,2020-07-05 0:00:00,0
14,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],7.142857,1,23845349855070149,23845349860050149,1.08,77.142857,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,1.08,2020-07-05 0:00:00,1
346,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.578035,2,23845349878990149,23845349896210149,3.835,22.16763,AUD=product+Organic/Natural_CONV=purchase_BC$500,7.67,2020-07-05 0:00:00,0
1814,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.937155,17,23845349878990149,23845349896200149,1.951176,18.285557,AUD=product+Organic/Natural_CONV=purchase_BC$500,33.17,2020-07-05 0:00:00,0
890,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.561798,5,23845349878990149,23845349896180149,3.256,18.292135,AUD=product+Organic/Natural_CONV=purchase_BC$500,16.28,2020-07-05 0:00:00,0
2583,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.658149,17,23844754010310149,23845322857710149,5.054118,33.263647,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,85.92,2020-07-05 0:00:00,0
555,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.900901,5,23845349878760149,23845349896170149,2.514,22.648649,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,12.57,2020-07-05 0:00:00,0
4248,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.612053,26,23844754010310149,23845322857700149,3.683846,22.547081,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click,95.78,2020-07-05 0:00:00,0
67,23845349854190149,Sample,04_Remarketing_BOFU_CH_6.29.20 [RT],0,0,23845349855070149,23845349860040149,,146.716418,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks,9.83,2020-07-05 0:00:00,1
262,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0,0,23845030153310149,23845372118240149,,12.900763,AUD=product_CONV=purchase_CC$500,3.38,2020-07-05 0:00:00,0
20937,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],0.859722,180,23845355007320149,23845355027970149,2.462389,21.1697,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,443.23,2020-07-05 0:00:00,0
504,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0,0,23845349878990149,23845349896220149,,19.345238,AUD=product+Organic/Natural_CONV=purchase_BC$500,9.75,2020-07-05 0:00:00,0
206,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.485437,1,23845030153310149,23845372118250149,3.31,16.067961,AUD=product_CONV=purchase_CC$500,3.31,2020-07-05 0:00:00,0
7787,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],1.630923,127,23845355007320149,23845372135380149,2.078504,33.898806,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,263.97,2020-07-05 0:00:00,0
12293,23845355007470149,Sample,02_Prospecting_LC_Broad_6.30.2020 [PROS],2.448548,301,23845355007320149,23845372135370149,0.984552,24.107215,AUD=Broad_CONV=purchase_Placement=FeedsOnly_7DayClick,296.35,2020-07-05 0:00:00,0.4
5497,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],2.019283,111,23845349878990149,23845349896190149,1.041892,21.038748,AUD=product+Organic/Natural_CONV=purchase_BC$500,115.65,2020-07-05 0:00:00,0
88,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.136364,1,23844842610380149,23844842610260149,10.56,120,[Content] All ATC / IC - 30 Days,10.56,2020-07-05 0:00:00,0
